timestamp,x,y,z,v,com,azi,ele,snr,noise
0,-0.00681345583871007,0.04307052865624428,0.0,0.0,0.043606119056783896,-8.989299004357685,0.0,256,847
1,-0.025891132652759552,0.035087645053863525,0.0,0.0,0.04360611867007548,-36.42357318166456,0.0,256,847
2,-1.0560857057571411,0.2704007029533386,0.0,0.0,1.0901529975476922,-75.6384862738148,0.0,196,834
3,1.1828160285949707,0.30284854769706726,0.0,0.0,1.2209713347754736,75.63849761051699,0.0,193,806
4,-0.058595720678567886,1.8741472959518433,0.0,0.0,1.875063077713773,-1.7907846460897747,0.0,172,825
5,-3.337230682373047,0.8544659614562988,0.0,0.0,3.4448832645910525,-75.63848985122301,0.0,228,874
6,3.352220296859741,1.2442916631698608,0.0,0.0,3.5757017020037383,69.63586302760206,0.0,164,857
7,2.123072862625122,2.8771867752075195,0.0,0.0,3.575701626176921,36.42357412369959,0.0,164,857
8,-5.845945358276367,2.1699228286743164,0.0,0.0,6.23567496060811,-69.63586745707221,0.0,204,753
9,4.524134635925293,5.650642395019531,0.0,0.0,7.238615453273571,38.68218727085836,0.0,190,702
